method,suite,family,scale,split,runs,completed,with_incumbent,optimal,incumbent_rate,optimal_rate,mean_time,std_time,median_time,shifted_geomean_time,mean_end_to_end_time,mean_cutsel_callback_time,mean_nodes,mean_gap,std_gap,median_gap,mean_primal_dual_integral,std_primal_dual_integral,median_primal_dual_integral,mean_best_objective,std_best_objective,median_best_objective,mean_par2_time,mean_schedule_total_wait,mean_schedule_max_wait,mean_schedule_cadence_cv,mean_schedule_cadence_deviation_sum,mean_speedup_vs_scip,std_speedup_vs_scip,median_speedup_vs_scip,speedup_95ci_low,speedup_95ci_high,mean_node_reduction_factor
adaptive_cutsel,cie_ood,dual_source_cluster_tool,40_to_64_wafers,test,9,3,3,0,0.3333333333333333,0.0,1200.0,0.0,1200.0,1200.0,400.11505926666723,0.0,99081.0,2.0305719382025096,1.0651146733441454,2.4511691884456672,77166.1851937078,18930.25970527129,86318.63292148265,8938.333333333334,1870.124149176555,10000.0,2400.0,171754.66666666666,9470.333333333334,1.0222151326145115,4198.333333333333,1.0,0.0,1.0,1.0,1.0,1.0886836079948585
hem,cie_ood,dual_source_cluster_tool,40_to_64_wafers,test,45,39,39,0,0.8666666666666667,0.0,1200.0,0.0,1200.0,1200.0000000000011,1039.9951738733298,0.09660707999751644,50450.205128205125,1.0598206531290013,0.8945560728519587,0.5545799571873682,60457.88493505145,24114.865996587305,46776.95519076334,7348.879393106229,2553.312787838958,7663.23295909433,2400.0,203682.50115375547,9392.615384615385,0.7405320474780459,2123.534067740964,1.0,0.0,1.0,1.0,1.0,1.470972076483511
hem_beam,cie_ood,dual_source_cluster_tool,40_to_64_wafers,test,45,40,40,0,0.8888888888888888,0.0,1200.025,0.15811388300841897,1200.0,1200.0249898577665,1432.182802604447,0.09408917333219304,51437.85,1.041953913363249,0.8907433954765202,0.5212470025820403,59959.71553247292,24165.297316129992,47425.4541527809,7300.754512448126,2538.989968450394,6728.585130957825,2400.0,203401.36191050304,9331.975,0.7310893147707112,2091.857796603689,1.0,0.0,1.0,1.0,1.0,1.4449917798108916
hem_structure,cie_ood,dual_source_cluster_tool,40_to_64_wafers,test,45,40,40,0,0.8888888888888888,0.0,1200.0,0.0,1200.0,1200.0,1066.7378921133359,0.13144837555397923,50085.55,1.1763871616366695,0.9769273863139017,0.5566971924031494,61841.387669091186,24831.96088912612,46981.54748711613,7619.254512448124,2450.5103150296363,7663.23295909433,2400.0,203396.25336050303,9331.975,0.8069382497046241,2693.007796603689,1.0,0.0,1.0,1.0,1.0,1.5670951760525473
proposed,cie_ood,dual_source_cluster_tool,40_to_64_wafers,test,45,39,39,0,0.8666666666666667,0.0,1200.0,0.0,1200.0,1200.0000000000011,1040.9692538333297,0.07705765111248992,49701.46153846154,1.1974347339181965,0.980679064927858,0.5566971924031494,62511.95416209582,24508.58059000368,47752.60716461508,7674.058880285718,2457.585154777998,7663.23295909433,2400.0,203654.00315375548,9392.615384615385,0.818483548706422,2740.0981703050666,1.0,0.0,1.0,1.0,1.0,1.581699641576672
rdmct_feature_only,cie_ood,dual_source_cluster_tool,40_to_64_wafers,test,45,40,40,0,0.8888888888888888,0.0,1200.0,0.0,1200.0,1200.0,1066.8118309355561,0.08948527111044516,49375.275,1.2110874699251866,0.9219407244714911,0.8247646005890492,63448.98054141206,23643.983734879886,55655.46540787727,7780.679512448126,2311.780157455778,7663.23295909433,2400.0,199856.159360503,9212.8,0.8120943011451303,2678.007796603689,1.0,0.0,1.0,1.0,1.0,1.5901727169164332
scip_default,cie_ood,dual_source_cluster_tool,40_to_64_wafers,test,9,3,3,0,0.3333333333333333,0.0,1200.0,0.0,1200.0,1200.0,463.9659700777863,0.0,108896.0,1.8485819611655199,1.3588769044363613,2.5275922671353253,69257.74652157916,32962.754069639836,87173.82423276205,8270.0,3027.678318447982,10000.0,2400.0,187532.33333333334,10000.0,0.9402547726759657,4195.0,1.0,0.0,1.0,1.0,1.0,1.0
