al_utilization,atr_utilization,ch2_utilization,ch3_utilization,clean_count,clean_time_share,cmax,gap,instance,lllower_capacity_utilization,llupper_capacity_utilization,mean_cycle_time,method,p95_cycle_time,path,pdi,pec_peak_in_tool,physically_feasible,run_label,solution_file,solver_seed,solving_time,status,suite,throughput_wph,total_wafers,training_seed,validation_note,vtr_utilization,warm_start
0.2702702702702703,0.5472972972972973,0.27364864864864863,0.27364864864864863,0,0.0,592.0,0.0,cie_core_n008_f008_m000_proc090.lp,0.16891891891891891,0.20270270270270271,373.0,scip_default,440.0,G:\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n008_f008_m000_proc090.lp,0.0,0,True,manufacturing_doe,G:\git\RDMCT-A3C\cie\results\doe\launcher_smoke2\shardA\solutions\cie_core__cie_core_n008_f008_m000_proc090__scip_default__solverseed_4__trainseed_-1__manufacturing_doe.sol,4,0.0,optimal,cie_core,48.648648648648646,8,-1,checked active primary model; removed 227 inactive auxiliaries,0.05405405405405406,auto
0.2702702702702703,0.5472972972972973,0.27364864864864863,0.27364864864864863,0,0.0,592.0,0.0,cie_core_n008_f008_m000_proc090.lp,0.16891891891891891,0.20270270270270271,373.0,scip_default,440.0,G:\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n008_f008_m000_proc090.lp,0.0,0,True,manufacturing_doe,G:\git\RDMCT-A3C\cie\results\doe\launcher_smoke2\shardB\solutions\cie_core__cie_core_n008_f008_m000_proc090__scip_default__solverseed_5__trainseed_-1__manufacturing_doe.sol,5,0.0,optimal,cie_core,48.648648648648646,8,-1,checked active primary model; removed 227 inactive auxiliaries,0.05405405405405406,auto
