suite,instance,path,method,primal_dual_integral,n_primal_dual_integral,gap,n_gap,solving_time,n_solving_time
cie_core_nominal,cie_core_n008_f008_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n008_f008_m000_proc100.lp,proposed[full],1.0491803278688523,5,0.0,5,0.40041939999755416,5
cie_core_nominal,cie_core_n008_f008_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n008_f008_m000_proc100.lp,proposed[linear_off],1.0491799958348227,5,0.0,5,0.47527004000148737,5
cie_core_nominal,cie_core_n008_f008_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n008_f008_m000_proc100.lp,proposed[stage2_off],2.0983606557377046,5,0.0,5,0.40000579999759794,5
cie_core_nominal,cie_core_n016_f016_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n016_f016_m000_proc100.lp,proposed[full],0.0,5,0.0,5,0.2866519800023525,5
cie_core_nominal,cie_core_n016_f016_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n016_f016_m000_proc100.lp,proposed[linear_off],20.0,5,0.0,5,0.3928938399985782,5
cie_core_nominal,cie_core_n016_f016_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n016_f016_m000_proc100.lp,proposed[stage2_off],0.0,5,0.0,5,0.250725420001254,5
cie_core_nominal,cie_core_n024_f024_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n024_f024_m000_proc100.lp,proposed[full],260.0,5,0.0,5,2.4506996599999185,5
cie_core_nominal,cie_core_n024_f024_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n024_f024_m000_proc100.lp,proposed[linear_off],200.0,5,0.0,5,2.3640861800013226,5
cie_core_nominal,cie_core_n024_f024_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n024_f024_m000_proc100.lp,proposed[stage2_off],220.0,5,0.0,5,2.312180019999505,5
cie_core_nominal,cie_core_n032_f032_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n032_f032_m000_proc100.lp,proposed[full],700.0,5,0.0,5,7.345595640002648,5
cie_core_nominal,cie_core_n032_f032_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n032_f032_m000_proc100.lp,proposed[linear_off],720.0,5,0.0,5,8.125613420001173,5
cie_core_nominal,cie_core_n032_f032_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n032_f032_m000_proc100.lp,proposed[stage2_off],696.876,5,0.0,5,6.964469480000116,5
cie_core_nominal,cie_core_n008_f000_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f000_m008_proc100.lp,proposed[full],57.07623459864849,5,0.0,5,0.42109462000025816,5
cie_core_nominal,cie_core_n008_f000_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f000_m008_proc100.lp,proposed[linear_off],92.75149827581605,5,0.0,5,1.1006458599993494,5
cie_core_nominal,cie_core_n008_f000_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f000_m008_proc100.lp,proposed[stage2_off],57.10669048824597,5,0.0,5,0.41820754000000304,5
cie_core_nominal,cie_core_n008_f002_m006_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f002_m006_proc100.lp,proposed[full],36.5737124202912,5,0.0,5,0.5635880400006499,5
cie_core_nominal,cie_core_n008_f002_m006_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f002_m006_proc100.lp,proposed[linear_off],182.9903856598461,5,0.0,5,1.7319652600010158,5
cie_core_nominal,cie_core_n008_f002_m006_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f002_m006_proc100.lp,proposed[stage2_off],36.5737124202912,5,0.0,5,0.5510417600002256,5
cie_core_nominal,cie_core_n008_f004_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f004_m004_proc100.lp,proposed[full],43.60975665594782,5,0.0,5,0.3980544200003351,5
cie_core_nominal,cie_core_n008_f004_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f004_m004_proc100.lp,proposed[linear_off],92.30988787665362,5,0.0,5,1.1669803000011598,5
cie_core_nominal,cie_core_n008_f004_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f004_m004_proc100.lp,proposed[stage2_off],55.370704781193446,5,0.0,5,0.36980986000053234,5
cie_core_nominal,cie_core_n008_f006_m002_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f006_m002_proc100.lp,proposed[full],36.923955150661435,5,0.0,5,0.5404238800001622,5
cie_core_nominal,cie_core_n008_f006_m002_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f006_m002_proc100.lp,proposed[linear_off],147.6958206026458,5,0.0,5,1.6602396200003569,5
cie_core_nominal,cie_core_n008_f006_m002_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f006_m002_proc100.lp,proposed[stage2_off],18.461977575330717,5,0.0,5,0.524402219998592,5
cie_core_nominal,cie_core_n016_f000_m016_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f000_m016_proc100.lp,proposed[full],1807.3755951047165,5,0.0,5,20.433944059998613,5
cie_core_nominal,cie_core_n016_f000_m016_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f000_m016_proc100.lp,proposed[linear_off],7386.274619955167,5,0.0,5,83.31648473999958,5
cie_core_nominal,cie_core_n016_f000_m016_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f000_m016_proc100.lp,proposed[stage2_off],1812.0662060083632,5,0.0,5,20.393137119999302,5
cie_core_nominal,cie_core_n016_f004_m012_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f004_m012_proc100.lp,proposed[full],1455.5712943323417,5,0.0,5,24.51648366000227,5
cie_core_nominal,cie_core_n016_f004_m012_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f004_m012_proc100.lp,proposed[linear_off],2882.38116492773,5,0.0,5,68.27712612000178,5
cie_core_nominal,cie_core_n016_f004_m012_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f004_m012_proc100.lp,proposed[stage2_off],1432.9697875181673,5,0.0,5,24.481008559999463,5
cie_core_nominal,cie_core_n016_f008_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f008_m008_proc100.lp,proposed[full],779.0005906709232,5,0.0,5,13.827627579999353,5
cie_core_nominal,cie_core_n016_f008_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f008_m008_proc100.lp,proposed[linear_off],1495.327079941629,5,0.0,5,18.3428523199982,5
cie_core_nominal,cie_core_n016_f008_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f008_m008_proc100.lp,proposed[stage2_off],762.0166663415189,5,0.0,5,13.856014060001325,5
cie_core_nominal,cie_core_n016_f012_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f012_m004_proc100.lp,proposed[full],1336.9023418601073,5,0.0,5,25.32423124000052,5
cie_core_nominal,cie_core_n016_f012_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f012_m004_proc100.lp,proposed[linear_off],2059.008649250123,5,0.0,5,23.350689739997325,5
cie_core_nominal,cie_core_n016_f012_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f012_m004_proc100.lp,proposed[stage2_off],1342.8500023145639,5,0.0,5,25.367284760001347,5
cie_core_nominal,cie_core_n024_f000_m024_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n024_f000_m024_proc100.lp,proposed[full],42688.46179832178,5,3.744855121182313,5,539.4966536199997,5
cie_core_nominal,cie_core_n024_f000_m024_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n024_f000_m024_proc100.lp,proposed[linear_off],38288.822898258004,5,2.990575171166571,5,486.59416858000185,5
cie_core_nominal,cie_core_n024_f000_m024_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n024_f000_m024_proc100.lp,proposed[stage2_off],47423.58301950688,5,3.744855121182313,5,599.5681574399998,5
