al_utilization,atr_utilization,ch2_utilization,clean_count,clean_time_share,cmax,gap,instance,lllower_capacity_utilization,llupper_capacity_utilization,mean_cycle_time,method,p95_cycle_time,path,pdi,pec_peak_in_tool,physically_feasible,run_label,solution_file,solver_seed,solving_time,status,suite,throughput_wph,total_wafers,training_seed,validation_note,vtr_utilization,warm_start
0.17467248908296942,0.3537117903930131,0.3930131004366812,0,0.0,458.0,0.0,cie_validation_n004_f004_m000_proc100.lp,0.1091703056768559,0.14847161572052403,391.0,scip_default,458.0,G:\git\RDMCT-A3C\cie\data\validation\pure41\cie_validation_n004_f004_m000_proc100.lp,0.0,0,True,,G:\git\RDMCT-A3C\cie\results\smoke\20260714_135943\solutions\cie_validation__cie_validation_n004_f004_m000_proc100__scip_default__solverseed_1__trainseed_-1.sol,1,0.0,optimal,cie_validation,31.441048034934497,4,-1,checked active primary model; removed 115 inactive auxiliaries,0.034934497816593885,none
