suite,instance,path,method,primal_dual_integral,n_primal_dual_integral,gap,n_gap,solving_time,n_solving_time
cie_validation,cie_validation_n004_f004_m000_proc100.lp,G:\git\RDMCT-A3C\cie\data\validation\pure41\cie_validation_n004_f004_m000_proc100.lp,scip_default,0.0,1,0.0,1,0.0,1
