suite,instance,path,method,primal_dual_integral,n_primal_dual_integral,gap,n_gap,solving_time,n_solving_time
cie_core_nominal,cie_core_n008_f008_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n008_f008_m000_proc100.lp,proposed[full],0.5245901639344261,5,0.0,5,0.4249372200021753,5
cie_core_nominal,cie_core_n008_f008_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n008_f008_m000_proc100.lp,proposed[linear_off],3.1475402327328252,5,0.0,5,0.4756324999994831,5
cie_core_nominal,cie_core_n008_f008_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n008_f008_m000_proc100.lp,proposed[stage2_off],2.0983606557377046,5,0.0,5,0.39811534000036775,5
cie_core_nominal,cie_core_n016_f016_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n016_f016_m000_proc100.lp,proposed[full],40.0,5,0.0,5,0.2906883400024526,5
cie_core_nominal,cie_core_n016_f016_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n016_f016_m000_proc100.lp,proposed[linear_off],20.0,5,0.0,5,0.3844634200024302,5
cie_core_nominal,cie_core_n016_f016_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n016_f016_m000_proc100.lp,proposed[stage2_off],1.584754262788365,5,0.0,5,0.2556565999984741,5
cie_core_nominal,cie_core_n024_f024_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n024_f024_m000_proc100.lp,proposed[full],240.0,5,0.0,5,2.4034645000001547,5
cie_core_nominal,cie_core_n024_f024_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n024_f024_m000_proc100.lp,proposed[linear_off],271.090487061232,5,0.0,5,2.774528340001416,5
cie_core_nominal,cie_core_n024_f024_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n024_f024_m000_proc100.lp,proposed[stage2_off],200.0,5,0.0,5,2.243381040001259,5
cie_core_nominal,cie_core_n032_f032_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n032_f032_m000_proc100.lp,proposed[full],680.0,5,0.0,5,7.192921700000079,5
cie_core_nominal,cie_core_n032_f032_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n032_f032_m000_proc100.lp,proposed[linear_off],786.532222587947,5,0.0,5,8.339130079997995,5
cie_core_nominal,cie_core_n032_f032_m000_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\pure41\cie_core_n032_f032_m000_proc100.lp,proposed[stage2_off],640.0,5,0.0,5,6.792282679998607,5
cie_core_nominal,cie_core_n008_f000_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f000_m008_proc100.lp,proposed[full],18.568573188921658,5,0.0,5,0.4147335000003295,5
cie_core_nominal,cie_core_n008_f000_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f000_m008_proc100.lp,proposed[linear_off],112.69058649662122,5,0.0,5,1.1337818600019092,5
cie_core_nominal,cie_core_n008_f000_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f000_m008_proc100.lp,proposed[stage2_off],37.137146377843315,5,0.0,5,0.39602992000000087,5
cie_core_nominal,cie_core_n008_f002_m006_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f002_m006_proc100.lp,proposed[full],91.434281050728,5,0.0,5,0.6337140400015414,5
cie_core_nominal,cie_core_n008_f002_m006_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f002_m006_proc100.lp,proposed[linear_off],105.13698557489495,5,0.0,5,3.074843000002147,5
cie_core_nominal,cie_core_n008_f002_m006_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f002_m006_proc100.lp,proposed[stage2_off],40.74299656102279,5,0.0,5,0.6137326799987932,5
cie_core_nominal,cie_core_n008_f004_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f004_m004_proc100.lp,proposed[full],0.0,5,0.0,5,0.3621153600017351,5
cie_core_nominal,cie_core_n008_f004_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f004_m004_proc100.lp,proposed[linear_off],56.91634117826209,5,0.0,5,0.75094231999974,5
cie_core_nominal,cie_core_n008_f004_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f004_m004_proc100.lp,proposed[stage2_off],39.03849259559536,5,0.0,5,0.345926860000327,5
cie_core_nominal,cie_core_n008_f006_m002_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f006_m002_proc100.lp,proposed[full],55.877172255305005,5,0.0,5,0.376236460002292,5
cie_core_nominal,cie_core_n008_f006_m002_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f006_m002_proc100.lp,proposed[linear_off],33.19183245762398,5,0.0,5,1.721675339997455,5
cie_core_nominal,cie_core_n008_f006_m002_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n008_f006_m002_proc100.lp,proposed[stage2_off],0.0,5,0.0,5,0.373646159999771,5
cie_core_nominal,cie_core_n016_f000_m016_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f000_m016_proc100.lp,proposed[full],3409.287100834107,5,0.0,5,38.72936720000253,5
cie_core_nominal,cie_core_n016_f000_m016_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f000_m016_proc100.lp,proposed[linear_off],3445.145099848859,5,0.0,5,38.61830185999861,5
cie_core_nominal,cie_core_n016_f000_m016_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f000_m016_proc100.lp,proposed[stage2_off],3445.0537321800666,5,0.0,5,38.453318880002186,5
cie_core_nominal,cie_core_n016_f004_m012_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f004_m012_proc100.lp,proposed[full],2038.1308771221472,5,0.0,5,27.429058539999097,5
cie_core_nominal,cie_core_n016_f004_m012_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f004_m012_proc100.lp,proposed[linear_off],2060.514280842493,5,0.0,5,44.03813267999503,5
cie_core_nominal,cie_core_n016_f004_m012_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f004_m012_proc100.lp,proposed[stage2_off],2035.9124269845802,5,0.0,5,27.423184539999784,5
cie_core_nominal,cie_core_n016_f008_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f008_m008_proc100.lp,proposed[full],1482.3513493794194,5,0.0,5,19.836489080000682,5
cie_core_nominal,cie_core_n016_f008_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f008_m008_proc100.lp,proposed[linear_off],504.53072197656047,5,0.0,5,69.0224463400009,5
cie_core_nominal,cie_core_n016_f008_m008_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f008_m008_proc100.lp,proposed[stage2_off],1465.836403515943,5,0.0,5,19.830446659999144,5
cie_core_nominal,cie_core_n016_f012_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f012_m004_proc100.lp,proposed[full],2206.4968052851045,5,0.0,5,35.91595791999971,5
cie_core_nominal,cie_core_n016_f012_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f012_m004_proc100.lp,proposed[linear_off],1168.80697816252,5,0.0,5,40.522362239999346,5
cie_core_nominal,cie_core_n016_f012_m004_proc100.lp,D:\git\git\RDMCT-A3C\cie\data\core\spbs\cie_core_n016_f012_m004_proc100.lp,proposed[stage2_off],2229.9731954289227,5,0.0,5,35.903750860000585,5
