al_utilization,atr_utilization,ch2_utilization,ch3_utilization,clean_count,clean_time_share,cmax,gap,instance,lllower_capacity_utilization,llupper_capacity_utilization,mean_cycle_time,method,p95_cycle_time,path,pdi,pec_peak_in_tool,physical_cadence_cv,physical_cadence_deviation_sum,physical_route_max_wait,physical_route_total_wait,physically_feasible,run_label,solution_file,solver_seed,solving_time,status,suite,throughput_wph,total_wafers,training_seed,validation_note,vtr_utilization,warm_start
0.07608178791897145,0.15406562053591719,0.31764146456170583,0.21873514026704294,3,0.07132667617403574,10515.0000004208,1.8296555434393895,cie_ood_n040_f010_m030_proc100.lp,0.09139324773766445,0.07883975273103416,514.5,scip_default,634.0,D:\git\git\RDMCT-A3C\cie\data\ood\spbs\cie_ood_n040_f010_m030_proc100.lp,74761.07465309292,8,0.09496380636824017,0.0,207.0,3220.0,True,trainseed_1,D:\git\git\RDMCT-A3C\cie\results\ood\cie_ood_1200s_mem4096_repro_v1\seed1\solutions\cie_ood__cie_ood_n040_f010_m030_proc100__scip_default__solverseed_1__trainseed_1__trainseed_1.sol,1,1139.612445400002,timelimit,cie_ood,13.694721825414861,40,1,checked active primary model at feasibility tolerance 1.000001e-06; removed 13 inactive auxiliaries,0.018640038040148004,auto
0.07608178791897145,0.15406562053591719,0.31764146456170583,0.21873514026704294,3,0.07132667617403574,10515.0000004208,1.8296555434393895,cie_ood_n040_f010_m030_proc100.lp,0.09139324773766445,0.07883975273103416,514.5,adaptive_cutsel,634.0,D:\git\git\RDMCT-A3C\cie\data\ood\spbs\cie_ood_n040_f010_m030_proc100.lp,74792.90537111656,8,0.09496380636824017,0.0,207.0,3220.0,True,trainseed_1,D:\git\git\RDMCT-A3C\cie\results\ood\cie_ood_1200s_mem4096_repro_v1\seed1\solutions\cie_ood__cie_ood_n040_f010_m030_proc100__adaptive_cutsel__solverseed_1__trainseed_1__trainseed_1.sol,1,1138.1759274000033,timelimit,cie_ood,13.694721825414861,40,1,checked active primary model at feasibility tolerance 1.000001e-06; removed 13 inactive auxiliaries,0.018640038040148004,auto
0.18083182636057155,0.3661844483801572,0.7549728750553858,0.5198915007866426,3,0.1695298372130357,4424.000001,0.1854233654876712,cie_ood_n040_f010_m030_proc100.lp,0.12477395996275452,0.1584538880744901,495.60000004999984,hem,551.000001000002,D:\git\git\RDMCT-A3C\cie\data\ood\spbs\cie_ood_n040_f010_m030_proc100.lp,28065.882467221956,6,0.17352541686835324,71.99999900000046,125.99999999999807,2303.9999999999964,True,trainseed_1,D:\git\git\RDMCT-A3C\cie\results\ood\cie_ood_1200s_mem4096_repro_v1\seed1\solutions\cie_ood__cie_ood_n040_f010_m030_proc100__hem__solverseed_1__trainseed_1__trainseed_1.sol,1,1139.5585238999993,timelimit,cie_ood,32.549728744902865,40,1,checked active primary model at feasibility tolerance 1.000001e-06; removed 13 inactive auxiliaries,0.044303797458340004,auto
0.07608178791897145,0.15406562053591719,0.31764146456170583,0.21873514026704294,3,0.07132667617403574,10515.0000004208,1.8311793213303127,cie_ood_n040_f010_m030_proc100.lp,0.09139324773766445,0.07883975273103416,514.5,rdmct_feature_only,634.0,D:\git\git\RDMCT-A3C\cie\data\ood\spbs\cie_ood_n040_f010_m030_proc100.lp,74830.50879479908,8,0.09496380636824017,0.0,207.0,3220.0,True,trainseed_1,D:\git\git\RDMCT-A3C\cie\results\ood\cie_ood_1200s_mem4096_repro_v1\seed1\solutions\cie_ood__cie_ood_n040_f010_m030_proc100__rdmct_feature_only__solverseed_1__trainseed_1__trainseed_1.sol,1,1139.6796611999998,timelimit,cie_ood,13.694721825414861,40,1,checked active primary model at feasibility tolerance 1.000001e-06; removed 13 inactive auxiliaries,0.018640038040148004,auto
0.07608178791897145,0.15406562053591719,0.31764146456170583,0.21873514026704294,3,0.07132667617403574,10515.0000004208,1.8296555434393922,cie_ood_n040_f010_m030_proc100.lp,0.09139324773766445,0.07883975273103416,514.5,hem_beam,634.0,D:\git\git\RDMCT-A3C\cie\data\ood\spbs\cie_ood_n040_f010_m030_proc100.lp,74867.33238015538,8,0.09496380636824017,0.0,207.0,3220.0,True,trainseed_1,D:\git\git\RDMCT-A3C\cie\results\ood\cie_ood_1200s_mem4096_repro_v1\seed1\solutions\cie_ood__cie_ood_n040_f010_m030_proc100__hem_beam__solverseed_1__trainseed_1__trainseed_1.sol,1,1139.5821523000013,timelimit,cie_ood,13.694721825414861,40,1,checked active primary model at feasibility tolerance 1.000001e-06; removed 13 inactive auxiliaries,0.018640038040148004,auto
0.07608178791897145,0.15406562053591719,0.31764146456170583,0.21873514026704294,3,0.07132667617403574,10515.0000004208,1.8311793213303127,cie_ood_n040_f010_m030_proc100.lp,0.09139324773766445,0.07883975273103416,514.5,hem_structure,634.0,D:\git\git\RDMCT-A3C\cie\data\ood\spbs\cie_ood_n040_f010_m030_proc100.lp,74795.18782475435,8,0.09496380636824017,0.0,207.0,3220.0,True,trainseed_1,D:\git\git\RDMCT-A3C\cie\results\ood\cie_ood_1200s_mem4096_repro_v1\seed1\solutions\cie_ood__cie_ood_n040_f010_m030_proc100__hem_structure__solverseed_1__trainseed_1__trainseed_1.sol,1,1139.6525802999968,timelimit,cie_ood,13.694721825414861,40,1,checked active primary model at feasibility tolerance 1.000001e-06; removed 13 inactive auxiliaries,0.018640038040148004,auto
0.07608178791897145,0.15406562053591719,0.31764146456170583,0.21873514026704294,3,0.07132667617403574,10515.0000004208,1.8311793213303127,cie_ood_n040_f010_m030_proc100.lp,0.09139324773766445,0.07883975273103416,514.5,proposed,634.0,D:\git\git\RDMCT-A3C\cie\data\ood\spbs\cie_ood_n040_f010_m030_proc100.lp,74865.84878529081,8,0.09496380636824017,0.0,207.0,3220.0,True,trainseed_1,D:\git\git\RDMCT-A3C\cie\results\ood\cie_ood_1200s_mem4096_repro_v1\seed1\solutions\cie_ood__cie_ood_n040_f010_m030_proc100__proposed__solverseed_1__trainseed_1__trainseed_1.sol,1,1139.5530407999977,timelimit,cie_ood,13.694721825414861,40,1,checked active primary model at feasibility tolerance 1.000001e-06; removed 13 inactive auxiliaries,0.018640038040148004,auto
0.07608179552296017,0.15406563593399433,0.21873516212851046,0.20161675813584443,2,0.0475511222018501,10514.9989495,2.6208674065082644,cie_ood_n040_f020_m020_proc100.lp,0.12401332670242507,0.08616263342975239,769.35,adaptive_cutsel,2022.0,D:\git\git\RDMCT-A3C\cie\data\ood\spbs\cie_ood_n040_f020_m020_proc100.lp,83471.02880635156,6,0.792699130257572,76.0,1629.0,15102.0,True,trainseed_1,D:\git\git\RDMCT-A3C\cie\results\ood\cie_ood_1200s_mem4096_repro_v1\seed1\solutions\cie_ood__cie_ood_n040_f020_m020_proc100__adaptive_cutsel__solverseed_1__trainseed_1__trainseed_1.sol,1,1139.7938758000018,timelimit,cie_ood,13.69472319413283,40,1,checked active primary model at feasibility tolerance 1.000001e-06; removed 13 inactive auxiliaries,0.017498812970280837,auto
0.07608179552296017,0.15406563593399433,0.21873516212851046,0.20161675813584443,2,0.0475511222018501,10514.9989495,2.6258617063793106,cie_ood_n040_f020_m020_proc100.lp,0.12401332670242507,0.08616263342975239,769.35,hem,2022.0,D:\git\git\RDMCT-A3C\cie\data\ood\spbs\cie_ood_n040_f020_m020_proc100.lp,83568.28036148805,6,0.792699130257572,76.0,1629.0,15102.0,True,trainseed_1,D:\git\git\RDMCT-A3C\cie\results\ood\cie_ood_1200s_mem4096_repro_v1\seed1\solutions\cie_ood__cie_ood_n040_f020_m020_proc100__hem__solverseed_1__trainseed_1__trainseed_1.sol,1,1139.4101347999967,timelimit,cie_ood,13.69472319413283,40,1,checked active primary model at feasibility tolerance 1.000001e-06; removed 13 inactive auxiliaries,0.017498812970280837,auto
0.07608179552296017,0.15406563593399433,0.21873516212851046,0.20161675813584443,2,0.0475511222018501,10514.9989495,2.6258617063793106,cie_ood_n040_f020_m020_proc100.lp,0.12401332670242507,0.08616263342975239,769.35,rdmct_feature_only,2022.0,D:\git\git\RDMCT-A3C\cie\data\ood\spbs\cie_ood_n040_f020_m020_proc100.lp,83566.18811211098,6,0.792699130257572,76.0,1629.0,15102.0,True,trainseed_1,D:\git\git\RDMCT-A3C\cie\results\ood\cie_ood_1200s_mem4096_repro_v1\seed1\solutions\cie_ood__cie_ood_n040_f020_m020_proc100__rdmct_feature_only__solverseed_1__trainseed_1__trainseed_1.sol,1,1139.6167516999994,timelimit,cie_ood,13.69472319413283,40,1,checked active primary model at feasibility tolerance 1.000001e-06; removed 13 inactive auxiliaries,0.017498812970280837,auto
0.07608179552296017,0.15406563593399433,0.21873516212851046,0.20161675813584443,2,0.0475511222018501,10514.9989495,2.6208674065082644,cie_ood_n040_f020_m020_proc100.lp,0.12401332670242507,0.08616263342975239,769.35,hem_beam,2022.0,D:\git\git\RDMCT-A3C\cie\data\ood\spbs\cie_ood_n040_f020_m020_proc100.lp,83540.9669968927,6,0.792699130257572,76.0,1629.0,15102.0,True,trainseed_1,D:\git\git\RDMCT-A3C\cie\results\ood\cie_ood_1200s_mem4096_repro_v1\seed1\solutions\cie_ood__cie_ood_n040_f020_m020_proc100__hem_beam__solverseed_1__trainseed_1__trainseed_1.sol,1,1139.5842171999975,timelimit,cie_ood,13.69472319413283,40,1,checked active primary model at feasibility tolerance 1.000001e-06; removed 13 inactive auxiliaries,0.017498812970280837,auto
