train 1th process seed,train 2th process seed,evaluate 1th process seed,evaluate 2th process seed,training_highlevel_policy/Neg Reward Mean,training_highlevel_policy/Neg Reward Std,training_highlevel_policy/Neg Reward Max,training_highlevel_policy/Neg Reward Min,training_highlevel_policy/Neg Advantage,training_highlevel_policy/logprobs Mean,training_highlevel_policy/logprobs Std,training_highlevel_policy/logprobs Max,training_highlevel_policy/logprobs Min,training_highlevel_policy/cut_percent_actions Mean,training_highlevel_policy/cut_percent_actions Std,training_highlevel_policy/cut_percent_actions Max,training_highlevel_policy/cut_percent_actions Min,training_highlevel_policy/reinforce loss,training_highlevel_policy/Critic Value,training_highlevel_policypre_log_prob Mean,training_highlevel_policypre_log_prob Std,training_highlevel_policypre_log_prob Max,training_highlevel_policypre_log_prob Min,training_highlevel_policymean Mean,training_highlevel_policymean Std,training_highlevel_policymean Max,training_highlevel_policymean Min,training_highlevel_policystd Mean,training_highlevel_policystd Std,training_highlevel_policystd Max,training_highlevel_policystd Min,training_highlevel_policyentropy Mean,training_highlevel_policyentropy Std,training_highlevel_policyentropy Max,training_highlevel_policyentropy Min,pos_1_entropy,Epoch,training/Neg Reward Mean,training/Neg Reward Std,training/Neg Reward Max,training/Neg Reward Min,training/Neg Advantage,training/logprobs Mean,training/logprobs Std,training/logprobs Max,training/logprobs Min,training/raw_logprobs Mean,training/raw_logprobs Std,training/raw_logprobs Max,training/raw_logprobs Min,training/reinforce loss,training/Critic Value,training/len cuts Mean,training/len cuts Std,training/len cuts Max,training/len cuts Min,training/cut 1 th feature Mean,training/cut 1 th feature Std,training/cut 1 th feature Max,training/cut 1 th feature Min,training/cut 2 th feature Mean,training/cut 2 th feature Std,training/cut 2 th feature Max,training/cut 2 th feature Min,training/cut 3 th feature Mean,training/cut 3 th feature Std,training/cut 3 th feature Max,training/cut 3 th feature Min,training/cut 4 th feature Mean,training/cut 4 th feature Std,training/cut 4 th feature Max,training/cut 4 th feature Min,training/cut 5 th feature Mean,training/cut 5 th feature Std,training/cut 5 th feature Max,training/cut 5 th feature Min,training/cut 6 th feature Mean,training/cut 6 th feature Std,training/cut 6 th feature Max,training/cut 6 th feature Min,training/cut 7 th feature Mean,training/cut 7 th feature Std,training/cut 7 th feature Max,training/cut 7 th feature Min,training/cut 8 th feature Mean,training/cut 8 th feature Std,training/cut 8 th feature Max,training/cut 8 th feature Min,training/cut 9 th feature Mean,training/cut 9 th feature Std,training/cut 9 th feature Max,training/cut 9 th feature Min,training/cut 10 th feature Mean,training/cut 10 th feature Std,training/cut 10 th feature Max,training/cut 10 th feature Min,training/cut 11 th feature Mean,training/cut 11 th feature Std,training/cut 11 th feature Max,training/cut 11 th feature Min,training/cut 12 th feature Mean,training/cut 12 th feature Std,training/cut 12 th feature Max,training/cut 12 th feature Min,training/cut 13 th feature Mean,training/cut 13 th feature Std,training/cut 13 th feature Max,training/cut 13 th feature Min,training/sel cuts num Mean,training/sel cuts num Std,training/sel cuts num Max,training/sel cuts num Min,training/solving_time Mean,training/solving_time Std,training/solving_time Max,training/solving_time Min,training/ntotal_nodes Mean,training/ntotal_nodes Std,training/ntotal_nodes Max,training/ntotal_nodes Min,training/primal_dual_gap Mean,training/primal_dual_gap Std,training/primal_dual_gap Max,training/primal_dual_gap Min,training/primaldualintegral Mean,training/primaldualintegral Std,training/primaldualintegral Max,training/primaldualintegral Min,training/schedule_wait_penalty Mean,training/schedule_wait_penalty Std,training/schedule_wait_penalty Max,training/schedule_wait_penalty Min,time/evaluating (s),time/online_testing (s),time/sampling data (s),time/training (s),time/epoch (s),time/total (s)
717354021,1061650667,946286476,784077896,289.64377524788836,205.46363220808337,600.0,0.0,8.71930842549773e-06,-0.5151806,0.355192,-0.11174631,-0.9371273,-0.5694202559867075,0.3931842245443864,-0.019749293103814125,-0.9479131102561951,-50.211063385009766,289.64377524788836,-1.55376193353108,0.585353067280027,-0.9363826513290405,-2.3998196125030518,-0.06937579704182488,0.0012983460608382898,-0.06794071197509766,-0.07166954129934311,1.0166804790496826,0.0011010403247271134,1.017822504043579,1.0151268243789673,1.4354808500834875,0.0010832533184854851,1.4366040229797363,1.4339520931243896,4.859236240386963,1,289.64377524788836,205.46363220808337,600.0,0.0,8.71930842549773e-06,-4.803599,0.013372793,-4.7850084,-4.8267164,-67.90026,14.494463,-38.61373,-76.86196,0.35254669189453125,289.64377524788836,128.0,0.0,128,128,0.0002095908413748708,0.0022795267787038644,0.039968038348871575,0.0,2.8655811068694064,5.01316013331021,22.498611289689446,0.7478487663534663,0.012830304298751634,0.009737322302285167,0.04938241121968383,0.002832857177256123,0.5949915481925032,0.32375435932547597,0.9523356030665205,0.0,0.8939323094254138,0.2171693319758529,1.2107427513379179,0.03402625223430528,-115.75318624890659,214.53956938272037,88.5,-1313.5,21.480510280916178,53.725558023477106,355.0,-1.0,-334.36049107142856,602.0623044865766,-1.0,-2626.0,128.6540175174605,220.78910361847534,1312.5,0.22875105525969486,0.0006531604993620287,0.00021714613394526502,0.0010976948408342481,0.0004086636697997548,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02522532972277446,0.004045920001424379,0.0331132889769448,0.020211300398656703,14.142857142857142,3.0438965360946453,16,8,3.0,2.138089935299395,6.0,0.0,991.1428571428571,804.963429261839,2455,16,0.0,0.0,0.0,0.0,289.64377524788836,205.46363220808337,600.0,0.0,18.984821651205152,9.967167919380241,37.26250867381096,0.03424000000000001,3.1999952625483274e-06,0.0054942999995546415,19.27844940000068,1.5010213999994448,20.784968299994944,20.785155999998096
491263,550290313,224766667,1069620869,289.64377524788836,205.46363220808337,600.0,0.0,8.71930842549773e-06,-0.5151806,0.355192,-0.11174631,-0.9371273,-0.5694202559867075,0.3931842245443864,-0.019749293103814125,-0.9479131102561951,-50.211063385009766,289.64377524788836,-1.55376193353108,0.585353067280027,-0.9363826513290405,-2.3998196125030518,-0.06937579704182488,0.0012983460608382898,-0.06794071197509766,-0.07166954129934311,1.0166804790496826,0.0011010403247271134,1.017822504043579,1.0151268243789673,1.4354808500834875,0.0010832533184854851,1.4366040229797363,1.4339520931243896,4.859410285949707,2,339.6365422396857,300.23785815442136,1000.0,0.0,44.99347686767578,-4.8072424,0.01388523,-4.789784,-4.836959,-72.078926,12.61836,-38.69567,-77.124146,-219.67100524902344,294.6430519470681,128.0,0.0,128,128,0.00027677902095653203,0.002852542653027895,0.039968038348871575,0.0,3.128556776862016,5.3189028595973475,22.498611289689446,0.9934741678534843,0.01130885461706083,0.00896602005718384,0.03896093776379802,0.002832857177256123,0.5809163854075549,0.3272682294329944,0.9523356030665205,0.0,0.8666745908192093,0.2493100076535187,1.2107427513379179,0.03402625223430528,-124.18411764968914,189.7768487839454,88.5,-598.625,29.35774046983754,62.563001524873634,355.0,-1.0,-352.8876953125,558.8153783103098,-1.0,-2520.0,136.4709629890973,190.55831903815294,758.9696860711896,0.22875105525969486,0.0006224149437637543,0.00013444748607079906,0.0007524454477050414,0.0004086636697997548,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.024788106658555825,0.002749406401222546,0.0274204170929851,0.020211300398656703,15.0,2.6457513110645907,16,8,3.5,3.0413812651491097,10.0,0.0,1597.625,2114.674734888323,6957,193,0.0,0.0,0.0,0.0,339.6365422396857,300.23785815442136,1000.0,0.0,21.203365406257213,6.04502796450743,37.13036,18.582300000000004,1.9999934011138976e-06,0.007464100002835039,26.239096700002847,0.854023200001393,27.100586000000476,47.89065250000567
630311759,1013994432,396591248,629559425,385.8627614049065,281.9813334589098,712.6934984520124,0.0,86.5970687866211,-0.668899,0.19457854,-0.39028883,-0.95666337,0.23370731373627981,0.6238801177144503,0.9134839177131653,-0.7417445778846741,-42.75175094604492,299.2656738635902,-1.4050776362419128,0.409289043368125,-0.9973393678665161,-2.188782215118408,-0.08442316204309464,0.0019646201507051465,-0.08205834776163101,-0.08686863631010056,1.0397348403930664,0.0008637043171319066,1.040570855140686,1.0385456085205078,1.4579038619995117,0.0008308563597818813,1.4587079286575317,1.4567598104476929,4.85836124420166,3,385.8627614049065,281.9813334589098,712.6934984520124,0.0,82.09774017333984,-4.7967787,0.010241246,-4.782673,-4.813285,-76.74846,0.16385993,-76.522766,-77.01256,-392.6925048828125,303.7650228928519,128.0,0.0,128,128,0.00012662337614249638,0.0011230079284196728,0.016126934718260072,0.0,2.7922191122707503,4.937028845127594,22.498611289689446,0.7478487663534663,0.015205264995501221,0.010405854329115711,0.04938241121968383,0.002832857177256123,0.6046021260069171,0.3279419116739349,0.9523356030665205,0.0,0.9252117650244088,0.16064623705685394,1.2107427513379179,0.11520204147878298,-111.96930576067537,245.7542021837872,88.5,-1313.5,15.750128459156235,44.46813237889423,355.0,-1.0,-338.0442708333333,663.9300568854572,-1.0,-2626.0,127.57239645842378,255.93561892867888,1312.5,0.22875105525969486,0.0006755499579324582,0.00030196016525533615,0.0010976948408342481,0.0004086636697997548,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.025376183624961562,0.0055724065606905845,0.0331132889769448,0.020211300398656703,16.0,0.0,16,16,4.166666666666667,3.0776975521032313,8.0,0.0,1531.3333333333333,1380.3064474561036,3839,18,0.0,0.0,0.0,0.0,385.8627614049065,281.9813334589098,712.6934984520124,0.0,19.22163963303938,15.232577201614832,37.326640000000005,0.03424000000000001,1.8999999156221747e-06,0.007496099999116268,21.737883699999657,0.8030010000002221,22.54838269999891,70.44332199999917
799981516,592322119,410430189,729053692,385.8627614049065,281.9813334589098,712.6934984520124,0.0,86.5970687866211,-0.668899,0.19457854,-0.39028883,-0.95666337,0.23370731373627981,0.6238801177144503,0.9134839177131653,-0.7417445778846741,-42.75175094604492,299.2656738635902,-1.4050776362419128,0.409289043368125,-0.9973393678665161,-2.188782215118408,-0.08442316204309464,0.0019646201507051465,-0.08205834776163101,-0.08686863631010056,1.0397348403930664,0.0008637043171319066,1.040570855140686,1.0385456085205078,1.4579038619995117,0.0008308563597818813,1.4587079286575317,1.4567598104476929,4.858104228973389,4,320.62706270627064,287.47413879283323,800.0,11.881188118811881,15.175832748413086,-4.8161817,0.02892919,-4.78506,-4.876272,-67.30636,21.378065,-19.505089,-77.09979,-70.88142395019531,305.4512268741938,128.0,0.0,128,128,0.0002718164402991516,0.0028528107639838544,0.039968038348871575,0.0,2.9206026028183985,5.0688116160444805,22.498611289689443,0.9934741678534843,0.01104908377618944,0.008792758458533213,0.03896093776379802,0.002919703766855815,0.5877836148316927,0.32038866909878577,0.9332711152589828,0.0,0.8704727177261674,0.24878674000828335,1.2107427513379179,0.03402625223430528,-118.59109661508002,187.70324714017266,88.5,-598.625,25.778296647236136,59.37257153910776,196.0,-1.0,-331.59765625,551.1062793039622,-1.0,-2520.0,129.465233311738,190.2101028013007,758.9696860711896,0.33449400781347277,0.0006363684054342065,0.0001160770422708349,0.0007524454477050414,0.0005202913631633715,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.025112189296134135,0.002308227796850965,0.0274204170929851,0.02280396149928317,14.0,4.47213595499958,16,4,3.5,2.6299556396765835,8.0,1.0,1497.3333333333333,1977.602308071289,5830,209,0.0,0.0,0.0,0.0,320.62706270627064,287.47413879283323,800.0,11.881188118811881,19.205180775208404,0.7802896234085505,20.33373622490128,18.582300000000004,1.700005668681115e-06,0.007845499996619765,18.20328000000154,0.5781101999964449,18.789237400000275,89.23529580000468
630361478,796884249,166716594,413652244,200.0,212.13203435596427,500.0,0.0,-89.339111328125,-0.6820063,0.39275178,-0.005263567,-0.9666187,-0.20400043949484825,0.532273434912465,0.4031054675579071,-0.9855005741119385,132.6145782470703,289.3391064772312,-1.6577294170856476,1.0947527236068542,-0.9883352518081665,-3.5530037879943848,-0.08083089999854565,0.000499658486558692,-0.08039605617523193,-0.08161379396915436,1.0448882281780243,0.0017428986267258,1.046606183052063,1.0419752597808838,1.4628470540046692,0.0016693219348507852,1.4644912481307983,1.4600566625595093,4.858155727386475,5,200.0,212.13203435596427,500.0,0.0,-94.90609741210938,-4.798488,0.015725618,-4.7819242,-4.8238406,-68.376,8.53988,-57.383087,-76.77093,453.4789733886719,294.9061041867744,128.0,0.0,128,128,0.00021961196624207938,0.002238874603787333,0.039968038348871575,0.0,2.4259018511005137,4.4240123309943,22.498611289689443,0.7478487663534663,0.014065202374505708,0.010383028758773342,0.04938241121968383,0.002919703766855815,0.6110209051004875,0.3059139372604148,0.9332711152589828,0.0,0.8958464158434196,0.213047060561671,1.2107427513379179,0.03402625223430528,-112.76435543357174,232.1376319016694,88.5,-1313.5,15.258900282837777,45.94286227920937,196.0,-1.0,-314.80859375,623.3154317246987,-1.0,-2626.0,125.37645042920957,243.78847878124313,1312.5,0.33449400781347277,0.0007226807537165081,0.00023634954694367566,0.0010976948408342481,0.0005202913631633715,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02653540726712406,0.004239668183270365,0.0331132889769448,0.02280396149928317,14.25,1.7853571071357126,16,12,2.0,2.1213203435596424,5.0,0.0,668.25,525.0463670000964,1197,14,0.0,0.0,0.0,0.0,200.0,212.13203435596427,500.0,0.0,14.830744681225319,8.573315147686401,20.3727025,0.03424000000000001,2.5999979698099196e-06,0.008796900001470931,11.548854000000574,0.6003758000006201,12.158029300000635,101.39633080000203
726684926,271757669,795511698,105433556,200.0,212.13203435596427,500.0,0.0,-89.339111328125,-0.6820063,0.39275178,-0.005263567,-0.9666187,-0.20400043949484825,0.532273434912465,0.4031054675579071,-0.9855005741119385,132.6145782470703,289.3391064772312,-1.6577294170856476,1.0947527236068542,-0.9883352518081665,-3.5530037879943848,-0.08083089999854565,0.000499658486558692,-0.08039605617523193,-0.08161379396915436,1.0448882281780243,0.0017428986267258,1.046606183052063,1.0419752597808838,1.4628470540046692,0.0016693219348507852,1.4644912481307983,1.4600566625595093,4.858004570007324,6,342.85714285714283,255.55062599997598,700.0,0.0,43.155941009521484,-4.7956934,0.014264051,-4.775589,-4.8170996,-76.731094,0.22822481,-76.409424,-77.07359,-205.28831481933594,299.7012080538113,128.0,0.0,128,128,0.00020959084137487082,0.0022795267787038644,0.039968038348871575,0.0,2.8655811068694064,5.01316013331021,22.498611289689446,0.7478487663534663,0.012830304298751632,0.009737322302285169,0.04938241121968383,0.002832857177256123,0.5949915481925032,0.32375435932547597,0.9523356030665205,0.0,0.8939323094254138,0.2171693319758529,1.2107427513379179,0.03402625223430528,-115.75318624890659,214.53956938272034,88.5,-1313.5,21.480510280916178,53.725558023477106,355.0,-1.0,-334.36049107142856,602.0623044865766,-1.0,-2626.0,128.6540175174605,220.7891036184753,1312.5,0.22875105525969486,0.0006531604993620285,0.00021714613394526497,0.0010976948408342481,0.0004086636697997548,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02522532972277446,0.004045920001424379,0.0331132889769448,0.020211300398656703,16.0,0.0,16,16,3.4285714285714284,2.5555062599997593,7.0,0.0,1328.0,1095.6158085752504,3116,16,0.0,0.0,0.0,0.0,342.85714285714283,255.55062599997598,700.0,0.0,19.14722869992179,9.978365343358737,37.270210777457955,0.041800000000000004,2.2999956854619086e-06,0.015568499999062624,23.245463799998106,0.8263071000037598,24.087341699996614,125.4866709999842
878115723,830873852,550260202,986026652,403.3457249070632,303.4195186865977,720.0743494423792,0.0,102.60594940185547,-0.6235215,0.32864335,-0.015553474,-0.94295394,-0.2080503279964129,0.6117045926855647,0.6260250806808472,-0.9763588905334473,-0.28352102637290955,300.7397683202144,-1.496631642182668,0.7260350379245952,-1.0071767568588257,-3.0790443420410156,-0.07541711007555325,0.001004651485762391,-0.07472118735313416,-0.07762309908866882,1.038378655910492,0.0012291290294384554,1.0394867658615112,1.035815715789795,1.4565983215967815,0.0011845662942655522,1.4576655626296997,1.4541277885437012,4.858111381530762,7,403.3457249070632,303.4195186865977,720.0743494423792,0.0,93.2800521850586,-4.7928624,0.026109638,-4.758998,-4.8439503,-68.61255,17.687939,-29.063702,-76.78783,-445.9299621582031,310.0656597391365,128.0,0.0,128,128,0.00012000660193265593,0.0011230264141522694,0.016126934718260072,0.0,2.514946880212594,4.5502400391408875,22.498611289689446,0.7478487663534663,0.01485890387433937,0.01033674951192551,0.04938241121968383,0.002832857177256123,0.6137584319057677,0.3180415023694785,0.9523356030665205,0.0,0.9302759342336864,0.15767181264047964,1.2107427513379179,0.11520204147878298,-104.51194438119654,243.21880375886496,88.5,-1313.5,10.977536695687697,36.37486344139146,355.0,-1.0,-309.6575520833333,654.4847557352585,-1.0,-2626.0,118.23142355527807,255.22186177078376,1312.5,0.22875105525969486,0.000694154573493061,0.00028806243494008135,0.0010976948408342481,0.0004086636697997548,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.025808293808399305,0.005246114148021775,0.0331132889769448,0.020211300398656703,14.333333333333334,3.726779962499649,16,6,4.166666666666667,3.1841621957571333,8.0,0.0,1895.6666666666667,1594.9170999006674,3729,17,0.0,0.0,0.0,0.0,403.3457249070632,303.4195186865977,720.0743494423792,0.0,15.741350576812984,12.808782028764199,37.13036,0.03424000000000001,1.7999991541728377e-06,0.010319699998944998,17.294526600002428,0.7772226999950362,18.082070799995563,143.57120939999004
117628829,147806606,732152370,704211524,403.3457249070632,303.4195186865977,720.0743494423792,0.0,102.60594940185547,-0.6235215,0.32864335,-0.015553474,-0.94295394,-0.2080503279964129,0.6117045926855647,0.6260250806808472,-0.9763588905334473,-0.28352102637290955,300.7397683202144,-1.496631642182668,0.7260350379245952,-1.0071767568588257,-3.0790443420410156,-0.07541711007555325,0.001004651485762391,-0.07472118735313416,-0.07762309908866882,1.038378655910492,0.0012291290294384554,1.0394867658615112,1.035815715789795,1.4565983215967815,0.0011845662942655522,1.4576655626296997,1.4541277885437012,4.858376979827881,8,340.0,233.23807579381202,700.0,100.0,26.94091796875,-4.819728,0.021161737,-4.8036733,-4.8609314,-62.53285,28.836063,-4.8609314,-77.07113,-129.1158905029297,313.0590937652228,128.0,0.0,128,128,0.00018470060180515849,0.0020042852173849744,0.039968038348871575,0.0,2.84357250848981,4.990555933671816,22.498611289689446,0.7478487663534663,0.01354279250777651,0.010001992065282348,0.04938241121968383,0.002832857177256123,0.5978747215368274,0.3250461276965559,0.9523356030665205,0.0,0.9033161461051122,0.20238920940031463,1.2107427513379179,0.03402625223430528,-114.61802210243722,224.3671185284698,88.5,-1313.5,19.761395734388195,51.192042121375906,355.0,-1.0,-335.465625,621.2721616315665,-1.0,-2626.0,128.32953119974948,231.89359151222976,1312.5,0.22875105525969486,0.0006598773369331575,0.0002458982783816056,0.0010976948408342481,0.0004086636697997548,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.025270585893430585,0.004558390228227,0.0331132889769448,0.020211300398656703,13.0,6.0,16,1,3.4,2.3323807579381204,7.0,1.0,1131.6,967.2175763498097,2408,45,0.0,0.0,0.0,0.0,340.0,233.23807579381202,700.0,100.0,19.85427065317088,13.06218527318027,41.25726533387315,0.041800000000000004,2.9000002541579306e-06,0.0076865000010002404,12.815356599996448,0.5999034999986179,13.42294949999632,156.99685069996485
718568663,889937879,252070889,776094449,530.2180506134338,225.02125966489146,800.0,100.0,206.53045654296875,-0.5638716,0.30368194,-0.10013986,-0.92412883,-0.04752749390900135,0.708943896973756,0.9354310631752014,-0.9466244578361511,-141.98703002929688,323.6875965495363,-1.5610985457897186,0.547146836306903,-0.9522920846939087,-2.433013916015625,-0.06832089275121689,0.0021483563788137045,-0.0661870464682579,-0.07106532156467438,1.0273783951997757,0.001506502220267426,1.0288445949554443,1.0250643491744995,1.4459477365016937,0.0014665616848807132,1.447374939918518,1.4436938762664795,4.858046054840088,9,530.2180506134338,225.02125966489146,800.0,100.0,195.44305419921875,-4.8015604,0.014644049,-4.7780843,-4.821806,-76.82497,0.23430479,-76.44935,-77.148895,-937.626708984375,334.7749894500439,128.0,0.0,128,128,8.685772614575312e-05,0.0014324419084191008,0.039968038348871575,0.0,3.4919794821089924,5.669388719014509,22.498611289689446,0.9934741678534843,0.010572823202077976,0.007577893807821721,0.03896093776379802,0.002832857177256123,0.5765150824419772,0.35530988828489674,0.9523356030665205,0.0,0.9289088605163285,0.17545775481816706,1.2107427513379179,0.03402625223430528,-104.39322763336708,182.30589235361663,88.5,-598.625,24.03477584944723,54.51248351857705,355.0,-1.0,-332.599609375,574.425772919006,-1.0,-2520.0,116.45551000728844,177.8814628729225,758.9696860711896,0.22875105525969486,0.000507450238719724,0.00010604161266373673,0.0007524454477050414,0.0004086636697997548,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.022408770535760986,0.0022424297596449383,0.0274204170929851,0.020211300398656703,16.0,0.0,16,16,5.5,2.3979157616563596,8.0,1.0,2466.75,1375.36929131779,4166,386,0.0,0.0,0.0,0.0,530.2180506134338,225.02125966489146,800.0,100.0,26.18686266912817,8.771192401127259,37.76286250898414,18.582300000000004,5.599998985417187e-06,0.0078125,27.757026700004644,0.9458264999993844,28.710671300003014,185.71101599997928
602957303,812297694,850839392,121930838,530.2180506134338,225.02125966489146,800.0,100.0,206.53045654296875,-0.5638716,0.30368194,-0.10013986,-0.92412883,-0.04752749390900135,0.708943896973756,0.9354310631752014,-0.9466244578361511,-141.98703002929688,323.6875965495363,-1.5610985457897186,0.547146836306903,-0.9522920846939087,-2.433013916015625,-0.06832089275121689,0.0021483563788137045,-0.0661870464682579,-0.07106532156467438,1.0273783951997757,0.001506502220267426,1.0288445949554443,1.0250643491744995,1.4459477365016937,0.0014665616848807132,1.447374939918518,1.4436938762664795,4.858057498931885,10,636.1188317466425,269.78598597219803,1100.0,400.0,271.20947265625,-4.804773,0.024746737,-4.774061,-4.8503785,-73.64278,6.9078298,-58.20454,-77.00474,-1300.265625,364.9093736797038,128.0,0.0,128,128,2.5204821427953578e-05,8.834979901424396e-05,0.0006853758461993129,0.0,3.682438441872524,5.843507143430161,22.498611289689446,1.0054601753418155,0.010414069677374153,0.007119992152643454,0.02974500036118929,0.002832857177256123,0.5727589049787387,0.3661339741750223,0.9523356030665205,0.0,0.9483875747797156,0.13746976538754838,1.2107427513379179,0.16361343296583433,-99.66060463946276,180.2225216370029,88.5,-598.625,23.453602250184257,52.78032472192741,355.0,-1.0,-332.93359375,581.9909520314384,-1.0,-2520.0,112.1189355724719,173.36061220628886,758.9696860711896,0.22875105525969486,0.0004644775164815633,5.5813846681808366e-05,0.0005202913631633715,0.0004086636697997548,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02150763094896994,0.0012963305503132345,0.02280396149928317,0.020211300398656703,15.333333333333334,1.4907119849998596,16,12,6.666666666666667,2.748737083745107,11.0,4.0,2469.5,853.9193463085375,3652,1192,0.0,0.0,0.0,0.0,636.1188317466425,269.78598597219803,1100.0,400.0,28.283974528155756,9.073844475222772,37.66885202339722,18.191941541706154,2.2000021999701858e-06,0.009072799999557901,29.23921849999897,0.7028251000010641,29.95111860000179,215.66502529998252
