train 1th process seed,train 2th process seed,train 3th process seed,train 4th process seed,evaluate 1th process seed,evaluate 2th process seed,evaluate 3th process seed,evaluate 4th process seed,training_highlevel_policy/Neg Reward Mean,training_highlevel_policy/Neg Reward Std,training_highlevel_policy/Neg Reward Max,training_highlevel_policy/Neg Reward Min,training_highlevel_policy/Neg Advantage,training_highlevel_policy/logprobs Mean,training_highlevel_policy/logprobs Std,training_highlevel_policy/logprobs Max,training_highlevel_policy/logprobs Min,training_highlevel_policy/cut_percent_actions Mean,training_highlevel_policy/cut_percent_actions Std,training_highlevel_policy/cut_percent_actions Max,training_highlevel_policy/cut_percent_actions Min,training_highlevel_policy/reinforce loss,training_highlevel_policy/Critic Value,training_highlevel_policypre_log_prob Mean,training_highlevel_policypre_log_prob Std,training_highlevel_policypre_log_prob Max,training_highlevel_policypre_log_prob Min,training_highlevel_policymean Mean,training_highlevel_policymean Std,training_highlevel_policymean Max,training_highlevel_policymean Min,training_highlevel_policystd Mean,training_highlevel_policystd Std,training_highlevel_policystd Max,training_highlevel_policystd Min,training_highlevel_policyentropy Mean,training_highlevel_policyentropy Std,training_highlevel_policyentropy Max,training_highlevel_policyentropy Min,pos_1_entropy,Epoch,training/Neg Reward Mean,training/Neg Reward Std,training/Neg Reward Max,training/Neg Reward Min,training/Neg Advantage,training/logprobs Mean,training/logprobs Std,training/logprobs Max,training/logprobs Min,training/raw_logprobs Mean,training/raw_logprobs Std,training/raw_logprobs Max,training/raw_logprobs Min,training/reinforce loss,training/Critic Value,training/len cuts Mean,training/len cuts Std,training/len cuts Max,training/len cuts Min,training/cut 1 th feature Mean,training/cut 1 th feature Std,training/cut 1 th feature Max,training/cut 1 th feature Min,training/cut 2 th feature Mean,training/cut 2 th feature Std,training/cut 2 th feature Max,training/cut 2 th feature Min,training/cut 3 th feature Mean,training/cut 3 th feature Std,training/cut 3 th feature Max,training/cut 3 th feature Min,training/cut 4 th feature Mean,training/cut 4 th feature Std,training/cut 4 th feature Max,training/cut 4 th feature Min,training/cut 5 th feature Mean,training/cut 5 th feature Std,training/cut 5 th feature Max,training/cut 5 th feature Min,training/cut 6 th feature Mean,training/cut 6 th feature Std,training/cut 6 th feature Max,training/cut 6 th feature Min,training/cut 7 th feature Mean,training/cut 7 th feature Std,training/cut 7 th feature Max,training/cut 7 th feature Min,training/cut 8 th feature Mean,training/cut 8 th feature Std,training/cut 8 th feature Max,training/cut 8 th feature Min,training/cut 9 th feature Mean,training/cut 9 th feature Std,training/cut 9 th feature Max,training/cut 9 th feature Min,training/cut 10 th feature Mean,training/cut 10 th feature Std,training/cut 10 th feature Max,training/cut 10 th feature Min,training/cut 11 th feature Mean,training/cut 11 th feature Std,training/cut 11 th feature Max,training/cut 11 th feature Min,training/cut 12 th feature Mean,training/cut 12 th feature Std,training/cut 12 th feature Max,training/cut 12 th feature Min,training/cut 13 th feature Mean,training/cut 13 th feature Std,training/cut 13 th feature Max,training/cut 13 th feature Min,training/sel cuts num Mean,training/sel cuts num Std,training/sel cuts num Max,training/sel cuts num Min,training/solving_time Mean,training/solving_time Std,training/solving_time Max,training/solving_time Min,training/ntotal_nodes Mean,training/ntotal_nodes Std,training/ntotal_nodes Max,training/ntotal_nodes Min,training/primal_dual_gap Mean,training/primal_dual_gap Std,training/primal_dual_gap Max,training/primal_dual_gap Min,training/primaldualintegral Mean,training/primaldualintegral Std,training/primaldualintegral Max,training/primaldualintegral Min,training/schedule_wait_penalty Mean,training/schedule_wait_penalty Std,training/schedule_wait_penalty Max,training/schedule_wait_penalty Min,time/evaluating (s),time/online_testing (s),time/sampling data (s),time/training (s),time/epoch (s),time/total (s)
717354021,1061650667,946286476,784077896,491263,550290313,224766667,1069620869,1567.6059818773938,2658.1838518723225,10359.263836795042,0.039560000000000005,362.78338623046875,-0.623354,0.23905759,-0.1866095,-0.96199465,0.01948901335708797,0.639857720563184,0.8993266820907593,-0.947849690914154,-699.838623046875,1567.6059818773938,-1.3695955034345388,0.4205246680990259,-0.9358019828796387,-2.399238109588623,-0.07513161515817046,0.007295784691676623,-0.06612598150968552,-0.08628629148006439,1.0269818678498268,0.010599507550546134,1.0381250381469727,1.015816330909729,1.4455095268785954,0.01032123039127382,1.4563547372817993,1.434631109237671,4.8594489097595215,1,1567.6059818773938,2658.1838518723225,10359.263836795042,0.039560000000000005,362.78338623046875,-4.725183,0.13164875,-4.4925127,-4.8145843,-73.81714,4.367185,-62.56873,-77.00519,-1863.865966796875,1567.6059818773938,119.0,14.38749456993816,128,96,0.0005191090828489869,0.004333635800134193,0.04993761694389223,0.0,1.3544042301479526,0.969993704239297,7.280784013176501,0.0005935523759488258,0.026579376865877535,0.019430275421790755,0.0980372933864042,0.003072191901394929,0.6747654779111179,0.24486767307677706,0.9523356030665205,0.0,0.8033756340342277,0.4005513787791066,2.19435736677116,0.0006851350181770134,-146.91268571345364,380.23218175053245,134.80374712162444,-2366.5,81.50207462655082,251.88422481214826,1038.0,-1.0,-458.705889165912,949.0364892980006,-0.010101010101010102,-4732.0,189.3799860692282,407.48157141101603,2365.5,0.25908400405079257,0.0009111141659150215,0.0003848556945169126,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.029471216943353695,0.006448511057900905,0.038207995161906365,0.021257356140160482,15.3125,1.9911915402592488,16,8,50.21875,94.82771693148317,300.0,0.0,39962.28125,83912.0345943575,316441,1,0.0019757663039597978,0.007857967052784385,0.03875968992248062,0.0,1548.8913682720417,2649.900404038381,10323.313688979146,0.0,18.714613605352255,11.286749100336628,37.869800386858024,0.03424000000000001,1.6999999985500835e-06,0.0038525000000007026,519.4669765,4.066353800000002,523.5371845,523.537469
630311759,1013994432,396591248,629559425,799981516,592322119,410430189,729053692,1567.6059818773938,2658.1838518723225,10359.263836795042,0.039560000000000005,362.78338623046875,-0.623354,0.23905759,-0.1866095,-0.96199465,0.01948901335708797,0.639857720563184,0.8993266820907593,-0.947849690914154,-699.838623046875,1567.6059818773938,-1.3695955034345388,0.4205246680990259,-0.9358019828796387,-2.399238109588623,-0.07513161515817046,0.007295784691676623,-0.06612598150968552,-0.08628629148006439,1.0269818678498268,0.010599507550546134,1.0381250381469727,1.015816330909729,1.4455095268785954,0.01032123039127382,1.4563547372817993,1.434631109237671,4.858944416046143,2,2301.7953462368523,2675.963922053589,9682.832643939175,16.313168406508087,957.3397827148438,-4.80416,0.019802358,-4.770857,-4.8313656,-74.1573,10.446795,-33.71517,-77.30185,-4603.2880859375,1641.0249183133396,123.0,11.61895003862225,128,96,0.00029035731374658675,0.003209421911055256,0.04993761694389223,0.0,1.5195173416686034,1.057078488704748,7.280784013176501,0.0005935523759488258,0.0209874961263232,0.016798471960812262,0.0980372933864042,0.003072191901394929,0.699083544690537,0.25868181648917166,0.9523356030665205,0.0,0.8611902589858504,0.321312926825466,2.19435736677116,0.0006851350181770134,-140.19415210828708,326.83555675311214,134.80374712162444,-2366.5,117.5073278849909,307.5144512626671,1038.0,-1.0,-482.7837096239545,867.0800117246687,-0.010101010101010102,-4732.0,193.31202859984174,361.81377013938,2365.5,0.25908400405079257,0.000746578989122097,0.0003532954427627124,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.026633602279949452,0.006045495915034001,0.038207995161906365,0.021257356140160482,14.96875,3.24503827982044,16,3,79.34375,101.7222349633427,300.0,0.0,77070.625,109034.09878701651,359287,1,0.0013828669374853849,0.005387646573798435,0.02446483180254641,0.0,2277.618722013761,2666.193490009826,9647.030805347831,0.0,24.176624223091842,12.726536149444776,46.14163,0.03764000000000001,1.150000002780871e-05,0.006904699999950026,915.5747991000001,2.983108500000071,918.5648238000001,1442.1097572
630361478,796884249,166716594,413652244,726684926,271757669,795511698,105433556,1247.7772372818908,1744.9509067328718,6948.164352730603,7.574737142857143,78.2513427734375,-0.7037016,0.34450436,-0.10197532,-1.0064412,-0.10988559987163171,0.5960414448010567,0.9757336974143982,-0.9863215684890747,-161.10916137695312,1535.6231074178436,-1.3968334142118692,0.6018468552854784,-0.9791373610496521,-3.5660901069641113,-0.090864002937451,0.006180007747521933,-0.07838431745767593,-0.10066616535186768,1.072768036276102,0.011617944700463146,1.0852924585342407,1.0592671632766724,1.4891221188008785,0.010830151795745056,1.5007879734039307,1.476515769958496,4.572041034698486,3,1247.7772372818908,1744.9509067328718,6948.164352730603,7.574737142857143,12.1741943359375,-4.7466555,0.115744084,-4.499578,-4.845669,-65.0163,24.061295,-4.524929,-77.5307,-115.30316162109375,1601.7001502101948,121.0,13.228756555322953,128,96,0.00041405417253771634,0.0038331307091927173,0.04993761694389223,0.0,1.3998285585989214,0.9800682822765081,7.280784013176501,0.0005935523759488258,0.02480041724400286,0.01845061025073944,0.0980372933864042,0.003072191901394929,0.6823761809182806,0.2481873439114941,0.9523356030665205,0.0,0.8299263948876496,0.36790005301715545,2.19435736677116,0.0006851350181770134,-152.49565302124506,380.46618220998147,134.80374712162444,-2366.5,86.98465430991864,258.9184652184029,1038.0,-1.0,-478.99931650615673,959.4423970600157,-0.010101010101010102,-4732.0,196.50964666892477,409.5453098384316,2365.5,0.25908400405079257,0.0008794945903192763,0.00036041412735600897,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02901173788346574,0.006075380335646156,0.038207995161906365,0.021257356140160482,13.28125,4.957534511982746,16,1,45.0625,85.50765225259082,300.0,0.0,47285.40625,107952.97450709133,511585,1,0.0006611724935571728,0.0028043031001936305,0.015151513787876245,0.0,1227.8557382111176,1734.8728878643965,6899.362242730603,0.0,19.921499070773166,12.509020779172129,48.8021100000003,0.0364447752332455,1.0299999985363684e-05,0.009718400000110705,730.6541812999999,4.085904200000186,734.7498142000002,2176.888718400001
878115723,830873852,550260202,986026652,117628829,147806606,732152370,704211524,1247.7772372818908,1744.9509067328718,6948.164352730603,7.574737142857143,78.2513427734375,-0.7037016,0.34450436,-0.10197532,-1.0064412,-0.10988559987163171,0.5960414448010567,0.9757336974143982,-0.9863215684890747,-161.10916137695312,1535.6231074178436,-1.3968334142118692,0.6018468552854784,-0.9791373610496521,-3.5660901069641113,-0.090864002937451,0.006180007747521933,-0.07838431745767593,-0.10066616535186768,1.072768036276102,0.011617944700463146,1.0852924585342407,1.0592671632766724,1.4891221188008785,0.010830151795745056,1.5007879734039307,1.476515769958496,4.856953144073486,4,1349.0515916637028,1961.8253713743527,8812.13710550057,0.03988,326.963134765625,-4.767581,0.089767106,-4.5239267,-4.8771563,-66.34866,20.95635,-9.614388,-77.13355,-1604.458984375,1576.4352943555455,124.0,10.583005244258363,128,96,0.00028443246167204927,0.003030625999698043,0.04993761694389223,0.0,1.4410875755501253,0.9623111833208688,7.280784013176501,0.0005935523759488258,0.022677665120592532,0.016939114190318603,0.0980372933864042,0.003072191901394929,0.6911641578038742,0.2527979938257631,0.9523356030665205,0.0,0.8822211815114708,0.30262804838915114,2.19435736677116,0.0006851350181770134,-180.35948646504139,421.3855242304861,134.80374712162444,-2366.5,70.99194797145783,236.73385508551297,1038.0,-1.0,-536.0512461854606,1034.3963364479807,-0.010101010101010102,-4732.0,219.64864104297712,447.44626976192853,2365.5,0.25908400405079257,0.0008391088857278351,0.00033017193662231257,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.028398636845256467,0.005640318592884307,0.038207995161906365,0.021257356140160482,14.4375,4.076897564325108,16,1,45.21875,87.82821812172612,300.0,0.0,41947.84375,94426.46832592456,380787,1,0.006185288704259925,0.028291457017460934,0.15916954861387378,0.0,1330.9704412435017,1952.1641785618406,8770.14656175733,0.0,18.081150420200835,12.738766904943502,43.92111998301492,0.03764000000000001,1.3999997463542968e-06,0.007321600000068429,725.0232588999997,2.7148434000000634,727.7454252999996,2904.6422874000014
718568663,889937879,252070889,776094449,602957303,812297694,850839392,121930838,1517.051272540928,1987.5606209925286,7465.884886035362,0.03764000000000001,305.43792724609375,-0.68725294,0.3754408,-0.0527668,-1.0513457,-0.00767684739548713,0.6298284999520269,0.9767788648605347,-0.9620162844657898,-130.0870819091797,1533.765923930152,-1.4408846013247967,0.5192316530280033,-1.0274076461791992,-3.133969306945801,-0.09901723079383373,0.004676073608510381,-0.08877844363451004,-0.10428142547607422,1.1229468993842602,0.013076979159106657,1.1368986368179321,1.1061525344848633,1.5348271243274212,0.01164426374204831,1.5472426414489746,1.5198262929916382,4.569791793823242,5,1517.051272540928,1987.5606209925286,7465.884886035362,0.03764000000000001,268.7069091796875,-4.7598557,0.11073577,-4.462852,-4.84436,-71.03584,15.368778,-14.485573,-77.50976,-1374.4473876953125,1570.4968921740838,124.0,10.583005244258363,128,96,0.0003059993219180249,0.003098117617826345,0.04993761694389223,0.0,1.4270258770445472,0.9475607257238716,7.280784013176501,0.0005935523759488258,0.023049373715084424,0.017194251291584715,0.0980372933864042,0.003072191901394929,0.689873688594466,0.2538328336564415,0.9523356030665205,0.0,0.8960246792506674,0.2911670041420254,2.19435736677116,0.0006851350181770134,-198.73867490005918,455.49516449718743,134.80374712162444,-2366.5,60.73112782415299,227.69678179090138,1038.0,-1.0,-571.4489276370736,1085.00640874262,-0.010101010101010102,-4732.0,235.8722266780808,478.04542233539416,2365.5,0.25908400405079257,0.0008279316052123922,0.000353448218651572,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.028114863423451784,0.006056043552259789,0.038207995161906365,0.021257356140160482,14.53125,3.508778054750685,16,3,47.96875,84.73800961456139,300.0,0.0,42577.125,86603.37861471904,318762,1,0.0015825804622861045,0.006497884054647629,0.03395061728342141,0.0,1498.9978327419467,1976.2077916295032,7427.275051035362,0.0,18.05343979898152,14.076042057388092,46.76739415742254,0.03764000000000001,3.600000127335079e-06,0.007883100000071863,630.7295829,2.9718533000000207,633.7093229000002,3538.360270800001
217946253,927586281,937426313,226591751,272404799,398576445,826019350,77964601,1517.051272540928,1987.5606209925286,7465.884886035362,0.03764000000000001,305.43792724609375,-0.68725294,0.3754408,-0.0527668,-1.0513457,-0.00767684739548713,0.6298284999520269,0.9767788648605347,-0.9620162844657898,-130.0870819091797,1533.765923930152,-1.4408846013247967,0.5192316530280033,-1.0274076461791992,-3.133969306945801,-0.09901723079383373,0.004676073608510381,-0.08877844363451004,-0.10428142547607422,1.1229468993842602,0.013076979159106657,1.1368986368179321,1.1061525344848633,1.5348271243274212,0.01164426374204831,1.5472426414489746,1.5198262929916382,4.855709075927734,6,1064.3078989686571,1763.854141935965,6407.4787278388085,16.1882,261.805908203125,-4.7483506,0.09862502,-4.4820423,-4.8173866,-70.33124,17.671267,-4.4820423,-77.078186,-1302.4014892578125,1519.8779928535412,122.0,12.489995996796797,128,96,0.0004069093907509457,0.0036775623904739315,0.04993761694389223,0.0,1.3460423433041775,0.9032972657383321,7.280784013176501,0.0005935523759488258,0.026133710223060488,0.018180684757115078,0.0980372933864042,0.003072191901394929,0.6770235492015739,0.2441942559725803,0.9523356030665205,0.0,0.8539328786817644,0.3475377957454889,2.19435736677116,0.0006851350181770134,-191.02499948045786,459.5840576262689,134.80374712162444,-2366.5,63.85955722825071,222.00725519307247,1038.0,-1.0,-548.100414266358,1100.4361204088914,-0.010101010101010102,-4732.0,229.50057796474215,483.6459897285643,2365.5,0.25908400405079257,0.0009300436799768193,0.00034009289067675637,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02993609176255021,0.005735280772554996,0.038207995161906365,0.021257356140160482,14.65625,3.5672939236205363,16,1,32.1875,67.95698892498108,277.0,0.0,32447.375,78691.62767043184,352218,1,0.0,0.0,0.0,0.0,1048.3146964031434,1754.59853380589,6374.413330026308,0.0,15.993202565513684,12.549581417863296,46.57011,0.036005777634880505,5.999999757477781e-06,0.008011599999917962,628.2180401,2.7532516000001124,630.9793092999998,4169.348794899999
542837249,494008192,621080892,339933393,365262088,341893848,167739021,98998899,1400.6525830183373,1980.3599279573411,7341.635174586379,0.03751984568595887,207.91156005859375,-0.6712761,0.4139844,0.47681117,-1.0536035,-0.037272410932928324,0.6955171975132292,0.9564451575279236,-0.9884279370307922,-255.36166381835938,1520.4545898389704,-1.5597162880003452,0.5512689959099498,-1.069077968597412,-3.2949633598327637,-0.10286192526109517,0.005543269645147654,-0.09262062609195709,-0.10900101810693741,1.1598109379410744,0.010840022974707687,1.1713311672210693,1.1430613994598389,1.567151803523302,0.00935540070616067,1.57707941532135,1.552648663520813,4.8570427894592285,7,1400.6525830183373,1980.3599279573411,7341.635174586379,0.03751984568595887,220.41065979003906,-4.7830973,0.08526041,-4.47347,-4.903807,-72.26378,12.016976,-29.422842,-77.118324,-1091.75,1507.9554518700206,122.0,12.489995996796797,128,96,0.00032975105929446185,0.0034733303507811612,0.04993761694389223,0.0,1.4739879252383947,1.0241552019105054,7.280784013176501,0.0005935523759488258,0.02198428232244061,0.01756015086676885,0.0980372933864042,0.003072191901394929,0.6931302168752066,0.2542542557603554,0.9523356030665205,0.0,0.8400461476824178,0.35134425050783025,2.19435736677116,0.0006851350181770134,-131.5149506786766,310.0707402089793,134.80374712162444,-2366.5,85.06179621500985,252.44465848093242,1038.0,-1.0,-434.1285904958663,848.3812606297336,-0.010101010101010102,-4732.0,172.62386983094638,344.3478291417545,2365.5,0.25908400405079257,0.0008191167316753646,0.00033679321528897366,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.028041934560614868,0.005655285658884315,0.038207995161906365,0.021257356140160482,13.6875,4.468203637928782,16,2,43.0625,80.13657775167343,300.0,0.0,36049.1875,75619.14796549446,339765,1,0.005495672115132601,0.02775286582269319,0.15916955017296608,0.0,1380.1153423522753,1973.3058494107008,7305.565313219192,0.0,20.537240666062075,9.472744761855175,39.96089918588893,0.03751984568595887,1.8999999156221747e-06,0.010331999999834807,540.5821323999999,2.8267041999997673,543.4191704999994,4712.776892399998
729416111,254447594,550367865,732412360,422396446,399713351,734901635,737248710,1400.6525830183373,1980.3599279573411,7341.635174586379,0.03751984568595887,207.91156005859375,-0.6712761,0.4139844,0.47681117,-1.0536035,-0.037272410932928324,0.6955171975132292,0.9564451575279236,-0.9884279370307922,-255.36166381835938,1520.4545898389704,-1.5597162880003452,0.5512689959099498,-1.069077968597412,-3.2949633598327637,-0.10286192526109517,0.005543269645147654,-0.09262062609195709,-0.10900101810693741,1.1598109379410744,0.010840022974707687,1.1713311672210693,1.1430613994598389,1.567151803523302,0.00935540070616067,1.57707941532135,1.552648663520813,4.856586456298828,8,1375.7945728355312,1955.9818046276755,6753.164216861505,0.0754001582805453,-237.78228759765625,-4.746794,0.10543336,-4.518686,-4.833759,-63.288193,22.171854,-9.104871,-77.34014,1060.921630859375,1494.7393639665715,124.0,10.583005244258363,128,96,0.00029528243213567973,0.0030645829960376943,0.04993761694389223,0.0,1.4244486144554365,0.951476726103567,7.280784013176501,0.0005935523759488258,0.023437818687685692,0.017021892880649734,0.0980372933864042,0.003072191901394929,0.6886378384912434,0.2509342967605668,0.9523356030665205,0.0,0.8811398101453821,0.30286810559583166,2.19435736677116,0.0006851350181770134,-187.1589220563567,438.4788774187277,134.80374712162444,-2366.5,79.52831571657252,251.76782018956675,1038.0,-1.0,-556.8178792499768,1065.337563964193,-0.010101010101010102,-4732.0,230.10360249613933,464.56387737937064,2365.5,0.25908400405079257,0.0008544881625931974,0.00033447709667430416,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.028647306245895777,0.005742645949285604,0.038207995161906365,0.021257356140160482,13.65625,4.16540345434869,16,2,44.75,78.79006917118426,300.0,0.0,38229.28125,76351.31600340722,301361,1,0.0007645259937510311,0.004256700582464199,0.024464831800032994,0.0,1358.7459306643884,1946.5954743035325,6719.983030837335,0.0,17.04864217114273,12.132839589498696,35.92033689863275,0.0360057776348793,2.6999996407539584e-06,0.00968620000003284,446.8041291999998,3.0890787999996974,449.9028968999992,5162.6899154999965
892878741,694873649,142443833,848474627,824105924,170208024,281387505,610401323,1453.2379582324415,1983.2564295999991,6229.687070375321,16.1882,286.8546142578125,-0.7379838,0.3724523,0.30767965,-1.1048696,-0.21157157086054212,0.6563068303332332,0.9695842862129211,-0.9982654452323914,84.26651000976562,1513.7329266783174,-1.593235220760107,0.7877839838267877,-1.0965391397476196,-5.212083339691162,-0.11928918515332043,0.005464384175749181,-0.10992909967899323,-0.12629498541355133,1.1886251419782639,0.007729710053954987,1.1973282098770142,1.17423415184021,1.5917145870625973,0.006523992992103249,1.5990310907363892,1.5795546770095825,4.8514628410339355,9,1453.2379582324415,1983.2564295999991,6229.687070375321,16.1882,309.9981994628906,-4.776684,0.08429973,-4.4597063,-4.841842,-66.532364,21.142162,-4.7808075,-77.469475,-1500.68408203125,1490.5892233931586,121.0,13.228756555322953,128,96,0.00039182647094459827,0.003778056687169267,0.04993761694389223,0.0,1.438112301610456,1.0172630875675666,7.280784013176501,0.0005935523759488258,0.02369087244670297,0.01825869855837137,0.0980372933864042,0.003072191901394929,0.6869458416553236,0.2508804662156788,0.9523356030665205,0.0,0.824351928969867,0.3688232903164376,2.19435736677116,0.0006851350181770134,-134.44443933029308,331.979285682303,134.80374712162444,-2366.5,99.99075073605034,276.4510555191474,1038.0,-1.0,-449.15272559706585,880.6804945302977,-0.010101010101010102,-4732.0,181.63080860112407,366.05028642621375,2365.5,0.25908400405079257,0.0008462369304590815,0.00036049421228915814,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.028432770208624263,0.006080167407488309,0.038207995161906365,0.021257356140160482,12.8125,5.294085733155443,16,1,47.96875,79.50254884868473,235.0,0.0,45629.0,86158.89468592317,348530,1,0.0,0.0,0.0,0.0,1432.5306264182382,1973.9069549946848,6196.507022302106,0.0,20.7073318142033,11.467527985032975,45.18277780248067,0.037519843778610236,1.7000002117129043e-06,0.007907100000011269,677.0681213999997,2.6014331999995193,679.6774633999994,5842.374846199996
801015372,143084570,363464500,698099024,78547565,146764659,619817,532704722,1453.2379582324415,1983.2564295999991,6229.687070375321,16.1882,286.8546142578125,-0.7379838,0.3724523,0.30767965,-1.1048696,-0.21157157086054212,0.6563068303332332,0.9695842862129211,-0.9982654452323914,84.26651000976562,1513.7329266783174,-1.593235220760107,0.7877839838267877,-1.0965391397476196,-5.212083339691162,-0.11928918515332043,0.005464384175749181,-0.10992909967899323,-0.12629498541355133,1.1886251419782639,0.007729710053954987,1.1973282098770142,1.17423415184021,1.5917145870625973,0.006523992992103249,1.5990310907363892,1.5795546770095825,4.8554863929748535,10,1632.8753064362757,2221.6044760109185,7737.586454286815,16.1882,261.1514587402344,-4.7677803,0.10277538,-4.437328,-4.850149,-66.857254,15.73152,-27.528358,-77.60239,-1305.5177001953125,1504.8178316974704,124.0,10.583005244258363,128,96,0.0002952705679727603,0.003064581988164856,0.04993761694389223,0.0,1.430107790148242,0.9636844980076413,7.280784013176501,0.0005935523759488258,0.023586309012463315,0.01694988290968787,0.0980372933864042,0.003072191901394929,0.6887513382675275,0.2507458382540389,0.9523356030665205,0.0,0.8779904569705459,0.30304609337197336,2.19435736677116,0.0006851350181770134,-184.97352480923817,436.24656014415194,134.80374712162444,-2366.5,96.88364226345921,278.62478921194713,1038.0,-1.0,-564.8047744112671,1061.494213659081,-0.010101010101010102,-4732.0,233.99916626257982,463.5664249503399,2365.5,0.25908400405079257,0.0008472869824677444,0.00034178197927191745,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.028487417648950294,0.005909256130005274,0.038207995161906365,0.021257356140160482,14.28125,3.174452462630367,16,6,67.125,103.15969113466751,300.0,0.0,60638.0,97725.8610898364,291104,1,0.0013344348084749764,0.00522654354374476,0.024464831804287372,0.0,1614.79006835322,2211.404119854679,7704.749384286815,0.0,18.085238083055714,13.245499110861484,41.43851204640873,0.03764000000000001,2.200000380980782e-06,0.013134900000295602,675.3540010999996,2.6810912000000826,678.0482294000003,6520.433593099996
